label,text
1117,Improving Influenza Vaccination Delivery Across a Health System by the Electronic Health Records Patient Portal
11,"A Phase II Randomized, Double-Blind, Placebo-Controlled, Cross-Over Study Investigating the Safety and Efficacy of Omnitram in Diabetic Neuropathy"
1102,Phase II Trial of Allogeneic Hematopoietic Cell Transplantation for Disorders of T-cell Proliferation and/or Dysregulation
1117,A Prospective Observational Cohort Study on HIV Infection and Risk Related Coinfections/Comorbidities in Indonesia
1109,PET Measures of CSF Clearance in Preclinical Alzheimer's Disease
11,Phase II Pilot Study of 2nd Line Gemcitabine and Nivolumab for Advanced SCLC
17,"Effect of CBT Microinterventions on Mechanisms of Behavior Change Among Adults With AUD: Using Eye Tracking to Measure Pre-Post Cognitive Control, Stimulus Salience, and Craving"
11,Light Therapy to Prevent Frailty in Older Men With Prostate Cancer on Hormonal Therapy: A Pilot RCT
1102,A Phase I/II Study of Quizartinib in Combination With Decitabine and Venetoclax for the Treatment of Patients With Acute Myeloid Leukemia (AML)
11,"A Randomized Phase II Study Comparing Single-Agent Olaparib, Single Agent Cediranib, and the Combination of Cediranib/Olaparib in Women With Recurrent, Persistent or Metastatic Endometrial Cancer"
1117,Jovenes Sanos: Preventing IPV and Reproductive Coercion Among Underserved Adolescents
11,Impact of Three Progestin Based Hormonal Contraceptive (HC) Methods on Immunologic Changes in the Female Genital Tract (FGT) and Systemically
1117,Development of a Multimodal Sleep Intervention Using Wearable Technology to Reduce Heavy Drinking in Young Adults
11,"An Exploratory, Pilot Study Evaluating T2* Imaging for Adult Sarcoma"
11,Pilot Study of the Impact of a Physical Activity Intervention on Proliferation and Immune Markers in Benign Breast Tissue in Women With High Mammographic Breast Density
1117,A Clinic-randomized Trial of a Clinical Decision Support System to Improve Dental Provider Delivery of Brief Tobacco Interventions and Quitline Referrals
11,A Pilot Study of Nanochip Technology for Monitoring Treatment Response and Detection of Relapse in Patients With Diffuse Large B-Cell Lymphoma
1117,Survey of Post-Acute Inpatient Rehabilitation Safety Concerns in the Cancer Population
11,Using Imaging to Assess Effects of THC on Brain Activity
11,Evaluating Cardiorespiratory Development in Premature Babies
1117,Early Check: A Collaborative Innovation to Facilitate Pre-Symptomatic Clinical Trials in Newborns
1117,VITAL Start (Video-intervention to Inspire Treatment Adherence for Life): Brief Facility-based Video Intervention to Improve Retention and Adherence to ART Among Pregnant and Breastfeeding Women
11,A Randomized Phase II Study of Ruxolitinib (NSC-752295) in Combination With BCR-ABL Tyrosine Kinase Inhibitors in Chronic Myeloid Leukemia (CML) Patients With Molecular Evidence of Disease
11,The Effect of a Soy Bread Diet Intervention on Immune Function in Men With Prostate Cancer
1117,The CAPTURE Study: Validating a Unique Chronic Obstructive Pulmonary Disease (COPD) Case Finding Tool in Primary Care
1117,Effects of Commonly Used Medications on Mood and Choice
1117,Understanding and Intervening With Heavy Drinking Among Patients With HIV and HCV: Clinical Trial
1117,"Transgender Youth and PrEP: PK, Safety, Uptake & Adherence"
1117,CASH (Cavernous Angiomas With Symptomatic Hemorrhage) Trial Readiness
1117,Accelerating Solutions to Optimize Glycemic Control and Weight Management In Young Adults With Type 1 Diabetes
1117,Phase III RCT of the Effectiveness of Silver Diamine Fluoride in Arresting Cavitated Caries Lesions
1117,Qualitative Assessment of Acceptability of Vaginal Ring (VR) and Oral Pre-exposure Prophylaxis (PrEP) Use During Pregnancy and Breastfeeding
1109,Clinical Laboratory Evaluation of Chronic Autonomic Failure
11,Brain Dopamine Function in Human Obesity
17,Intervention to Change Attributions That Are Negative (ICAN): a New Approach to Reducing Anger and Aggression After Brain Injury
11,Behavioral Chronotype: Impact on Sleep and Metabolism
1109,Randomized Clinical Trial Assessing the Effects of Pneumatic Vitreolysis on Vitreomacular Traction
1117,Social Media Intervention to Promote Smoking Treatment Utilization and Cessation Among Alaska Native Smokers
1109,Stroke Ready - Optimizing Acute Stroke Care
11,Targeting Inflammation and Alloimmunity in Heart Transplant Recipients With Tocilizumab (RTB-004)
11,Phase II Study of the Anti-Mesothelin Immunotoxin LMB-100 Followed by Pembrolizumab in Malignant Mesothelioma
1102,The Families-At-risk for Interstitial Lung Disease Study
1103,Multi-Site Randomized Trial of Inpatient Palliative Care for Patients With Hematologic Malignancies Undergoing Hematopoietic Stem Cell Transplantation
11,Defining Skin Immunity of a Bite of Key Insect Vectors in Humans
11,Study to Assess the Safety and Effect of Repeated Administration of Granulocyte Colony-Stimulating Factor (G-CSF; Filgrastim) on Hot Flashes and Other Vasomotor Symptoms of Menopause in Postmenopausal Women
2,Bedside Optical Retinal Assessment of Hypoxic Ischemic Encephalopathy in Infants
11,IFNL4 Genotype for Predicting Response to Ledipasvir/Sofosbuvir: Kaiser Permanente Northern California
1117,The Impact of Physical Activity on the Neurophysiologic and Gene Expression Profiles of Chronic Low Back Pain: A Longitudinal Study Protocol
11,Qualitative Study on Experiences Related to Anorexia and the Effects of Anamorelin and Placebo in Advanced Non-Small-Cell Lung Cancer Patients With Anorexia-Cachexia: A Preliminary Study
1117,A Phase 4 Comparative Trial of Benzathine Penicillin G 2.4 Million Units Administered as a Single Dose Versus Three Successive Weekly Doses for Treatment of Early Syphilis in Subjects With or Without HIV Infection
11,Short and Long Term Outcomes of Doxycycline Versus Trimethoprim-Sulfamethoxazole for Treatment of Uncomplicated Skin and Soft Tissue Infections
1117,"Psychological Stress, and Circadian Patterns of Sodium Excretion and Blood Pressure"
1109,Effects of Single-session Transcranial Direct Current Stimulation in Children With Cerebral Palsy
1117,Caregiver Self-Management Needs Through Skill-Building
1117,m-Palliative Care Link: Improving Symptom Control and Information Exchange Among Specialists and Local Health Workers Treating Late Stage Tanzanian Cancer Patients
11,MRI Guided Brachytherapy for HPV-Associated Cervical and Vaginal Malignancies
11,Randomized Phase II of Immunotherapy With Pembrolizumab for the Prevention of Lung Cancer (IMPRINT-Lung)
11,"A Phase I/II Study of the Oral MDM2 Inhibitor DS-3032b in Combination With Low Dose Cytarabine (LDAC), in Patients With Newly Diagnosed or Relapsed/Refractory Acute Myeloid Leukemia (AML)"
1102,Pediatric REPlAcement of the PulmonaRy ValvE in Tetralogy of Fallot - The PREPARE-TOF Study
11,"A Phase II Trial Assessing the Tolerability of Palbociclib in Combination With Letrozole or Fulvestrant in Patients Aged 70 and Older With Estrogen Receptor-Positive, HER2-Negative Metastatic Breast Cancer"
11,Gentamicin for Pharyngeal Gonorrhea - A Demonstration Study
1111,Downshifting Sweet Preference and Added Sugar Intake During Snacking
1117,Ultralow Dose PAH Binary Mixture Study
11,A Phase II Study of PD-1 Inhibition for the Prevention of Colon Adenomas in Patients With Lynch Syndrome and a History of Partial Colectomy
11,A Personalized Vaccine for the Immune Prevention of Multiple Myeloma
1102,"Monitoring, Detoxifying, and Rebalancing Metals During Acute Myeloid Leukemia (AML) and Myelodysplastic Syndrome (MDS) Therapy"
11,A Pilot Study of Photoacoustic Imaging (PAI)
1117,"Bingocize: A Novel Mobile Application to Help Maintain or Improve Older Adults' Health, Function, and Cognition"
11,Phase II Study of CPX-351 in Combination With Venetoclax in Patients With Acute Myeloid Leukemia (AML)
1102,Saline Enhanced Radiofrequency (SERF) VT Ablation Early Feasibility Study (EFS)
604,Taste of Medicines for Children: Genetic Variation and Medical Adherence (Aim 1)
11,"An Open-Label, First-in-human, Safety and Pharmacokinetic Study of 1-Month Sustained-Release Injectable Tacrolimus in Healthy Subjects"
17,Mind-body Interventions for Healthy Aging
1117,A Technology-Augmented Intervention to Prevent Peer Violence & Depressive Symptoms Among At-Risk Emergency Department Adolescents
11,Power Training Combined With Interval Treadmill Training to Improve Walking Activity in Cerebral Palsy (PT³)
1117,Reducing Disparities in Early Intervention Use: The Opening Doors to Early Intervention Study
1117,"Phase I, Open Label, Inpatient Challenge Study of rRSV A/Maryland/001/11, a Human Respiratory Syncytial Virus Challenge Strain, Administered to Healthy Adult Volunteers"
17,Validity and Reliability of the Activity Preference Assessment: A Shape Up Kids Ancillary
11,A Pilot/Phase II Trial of Hypofractionated Radiotherapy to the Whole Breast Alone Before Breast Conserving Surgery
1109,North American Prodromal Synucleinopathy Consortium
1102,DISPLACE: Dissemination and Implementation of Stroke Prevention Looking at the Care Environment (Part 1 and 2)
1109,Reversing Synchronized Brain Circuits With Targeted Auditory-Somatosensory Stimulation to Treat Phantom Percepts- Stage 2
11,Real Time Biofeedback Tai Chi Training for Knee Osteoarthritis: A Feasibility Study
6,Maladaptive Adipose Tissue Activity in Cancer
11,A Pilot Single Arm Open Label Trial Evaluating M7824 (Anti-PD-L1/TGF-Beta TRAP) in a Window Setting in Patients With Stage II-III HER2/Neu Positive (HER2+) Breast Cancer (BC)
1117,Intelligent Information Sharing: Advancing Teamwork in Complex Care
2,Tau PET Imaging in African Americans
11,Phase Ib/II Trial of Stereotactic Body Radiotherapy (SBRT) in Cominbation With Immunotherapy Prior to Transoral Robotic Surgery (TORS) for Human Papillomavirus Positive (HPV+) Squamous Cell Carcinoma of the Head and Neck (SCCHN)
11,A Phase 1b Open Label Clinical Trial to Evaluate HIV-1 Neutralization Antibody Breadth in Response to HIV gp120 Protein Vaccine in HIV-uninfected Adults With Quiescent Systemic Lupus Erythematosus
1117,"Patient-Centered, Team-Based Continuing Care After Breast Cancer Treatment: The ConnectedCancerCare Pilot Study"
11,Phase II Study Evaluating Combination Chemotherapy + Radiotherapy (RT) With Avelumab in Muscle Invasive Bladder Cancer
1117,PC4PrEP: Integrating Pre-Exposure Prophylaxis (PrEP) Into Primary Care
11,The Effect of High Intensity Interval Training and Surgical Weight Loss on Distal Symmetric Polyneuropathy Outcomes
17,Hemodialysis-based Interventions to Preserve Cognitive Function
1117,A Sleep Intervention (SLEEP-Extend) for Young Adults At-Risk for Type 2 Diabetes
1117,Information Visualizations to Facilitate Patient-provider Communication in HIV Care: Info Viz HIV
1102,Building Strength Through Rehabilitation for Heart Failure Patients
1109,The Delivery of Essential Fatty Acids to the Brain
1117,Efficacy of a Web-Based Alcohol Intervention for High School Students
11,"A Phase 1, Randomized, Double-blinded, Four-period Crossover, Thorough QT/QTC (TQT) Clinical Trial to Evaluate the Effect of Zoliflodacin on Cardiac Repolarization in Healthy Male and Female Subjects"
11,A Pilot Study Investigating ¹⁸F-FLT-PET as a Marker of Response to Preoperative Radiotherapy in Soft Tissue Sarcoma
1117,Influence of Medication on Functional Connectivity
1117,Narrative Visualization for Breast Cancer Survivors' Physical Activity
11,Manual Therapy for Fibrosis-Related Late Effect Dysphagia in Head and Neck Cancer Survivors: The Pilot MANTLE Trial
11,Response of the Gut Microbiome and Circulating Metabolome to Diet Intervention in Young Children: Ancillary Study to the Keeping Ideal Cardiovascular Health Family Intervention Trial (KIDFIT)
11,Effects of Sucrose-sweetened Beverage in African-American and Caucasian Women.
1117,Phase I Evaluation of the Safety and Immunogenicity of the Live Attenuated Zika Vaccine rZIKV/D4Δ30-713 in Flavivirus-naïve Adults
1117,A Pilot Study on Virtual Reality-based Rehabilitation for Children With Traumatic Brain Injuries
1117,Send-In Sample Collection to Achieve Genetic and Immunologic Characterization of Primary Immunodeficiencies
11,Clinical Study to Assess Efficacy and Safety of MDA-TIL (Autologous Expanded Tumor Infiltrating Lymphocytes) Across Multiple Tumor Types
11,SpHincterotomy for Acute Recurrent Pancreatitis (SHARP Trial)
1117,Improving HPV Vaccination Delivery in Pediatric Primary Care: The STOP-HPV Trial 6. Single Arm Evaluation of the Maintenance of the STOP-HPV Bundle
1117,"Improving HPV Vaccination Delivery in Pediatric Primary Care: The STOP-HPV Trial 5. Single Arm Evaluation of the Bundle (Communication Skills, Performance Feedback and Prompts)"
1117,"Improving HPV Vaccination Delivery in Pediatric Primary Care: The STOP-HPV Trial 4. Comparison of the Bundle (Communication Skills, Performance Feedback and Prompts) and Standard of Care"
11,A Phase II Study of Dose-Dense Gemcitabine Plus Cisplatin (ddGC) in Patients With Muscle-Invasive Bladder Cancer With Bladder Preservation for Those Patients Whose Tumors Harbor Deleterious DNA Damage Response (DDR) Gene Alterations
1117,"Improving Advance Care Planning in Oncology: A Pragmatic, Cluster-Randomized Trial Integrating Patient Videos and Clinician Communication Training"
1117,Evaluation of Mammographic Breast Density Effect of Aspirin: A Companion Study to Alliance Study A011502
11,"A Phase 4, Randomized, Double-Blinded, Placebo-Controlled Trial of Azithromycin Versus Doxycycline for the Treatment of Rectal Chlamydia in Men Who Have Sex With Men"
11,"A Phase 1 Study of Intraperitoneal MCY-M11 Therapy for Women With Platinum Resistant High Grade Serous Adenocarcinoma of the Ovary, Primary Peritoneum, or Fallopian Tube, or Subjects With Peritoneal Mesothelioma With Recurrence After Prior Chemotherapy"
11,Novel Approach for the Prevention of Hypoglycemia Associated Autonomic Failure (HAAF)
11,A Safety Lead-In/Randomized Phase 2 Study of BMX-001 as a Therapeutic Agent for Treatment of Cancer Patients With Multiple Brain Metastases Undergoing Whole-Brain Radiotherapy
1117,ASCEND: ApproacheS to CHC ImplEmeNtation of SDH Data Collection and Action
11,Randomized Phase 2 Clinical Trial of Nab-Paclitaxel + MEDI4736 (Durvalumab) + Neoantigen Vaccine vs. Nab-Paclitaxel + MEDI4736 (Durvalumab) in Patients With Metastatic Triple Negative Breast Cancer
11,Lavage of the Uterine Cavity for Diagnosis of Ovarian Carcinomas
1117,Exploration of Mechanisms of Effects of Prenatal Cocaine Exposure in Young Adults
1102,Sex Differences in Reflex Responses to Intermittent Hypoxia
11,"Safety, Immunogenicty and Anti-Reservoir Activity of an Electroporation-Administered HIV DNA Vaccine Encoding GAG, POL and ENV Proteins With IL-12 Plasmid in HIV-Infected Adults on Antriretroviral Therapy."
1109,Feasibility of Navigated Repetitive Transcranial Magnetic Stimulation (nrTMS) to Augment the Effects of Motor Rehabilitation in Brain Tumor Patients
17,Adult Patients With Undiagnosed Conditions and Their Responses to Clinically Uncertain Results From Exome Sequencing
11,A Phase I/II Study of Nivolumab Plus or Minus Ipilimumab in Combination With Multi-Fraction Stereotactic Radiosurgery for Recurrent High-Grade Radiation-Relapsed Meningioma
11,Serial Imaging of the Novel Radiotracer [^18F] FLuorthanatrace ([^18F] FTT) by PET/CT
11,"A Phase 2 Evaluation of VGX-3100, a Synthetic DNA Immunotherapy Targeting Human Papillomavirus 16 and 18 E6 and E7 Proteins, for Anal High-Grade Squamous Intraepithelial Lesions (HSIL) in HIV-Positive Individuals"
11,"A Phase I, Double-Blind, Dose Escalation Study to Evaluate the Safety and Pharmacokinetics of NTM-1633 vs Placebo Administered Intravenously in Healthy Adults"
11,Transcriptomic Signatures of Influenza Vaccine Responses
1117,EL CENTRO: Engaging Latinos in the Center of Cancer Treatment Options - RCT of Usual Chemotherapy Educational Tools Versus Investigational Chemotherapy Educational Tools
1102,A Phase I Clinical Trial of T Cells Expressing a Novel Fully-human Anti-BCMA CAR for Treating Multiple Myeloma
1117,Natural History of Chronic Graft-versus-Host Disease in the Oral Cavity of Patients Following Allogeneic Hematopoietic Stem Cell Transplant and Including Healthy Controls
11,A Phase II Study of MK-3475 (Pembrolizumab) (NSC #776864) + Epacadostat (NSC #766086) in Recurrent Clear Cell Carcinoma of the Ovary
11,"Biomarker Modulation by Alpelisib (BYL719) in Transorally Resectable, HPV-Associated HNSCC: A Phase II Window Trial"
11,"Phase II Study of Radiation Therapy and Anti-PD-L1 Checkpoint Inhibitor (Durvalumab) With or Without Anti-CTLA-4 Inhibition (Tremelimumab) in Patients With Unresectable, Locally Advanced, or Metastatic Urothelial Bladder Cancer That Are Ineligible or Refusing Chemotherapy"
11,Recombinant Human Interleukin-7 (CYT107) to Promote T-Cell Recovery After Cord Blood Transplantation
11,"Treatment of Chronic Delta Hepatitis With Lonafarnib, Ritonavir and Lambda Interferon"
11,A Phase 2 Study of Atezolizumab and Cobimetinib in PD-1/PD-L1 Inhibitor Resistant or Refractory Non-Small Cell Lung Cancer
11,"Phase II Trial of a DNA Vaccine Encoding Prostatic Acid Phosphatase (pTVG-HP) and Nivolumab in Patients With Non-Metastatic, PSA-Recurrent Prostate Cancer"
1117,An Integrated Self-Management Intervention for Adolescents With Polycystic Ovary Syndrome
1102,A Phase I Study of Nivolumab in Combination With Ipilimumab for the Treatment of Patients With High Risk or Refractory/Relapsed Acute Myeloid Leukemia and Myelodysplastic Syndrome Following Allogeneic Stem Cell Transplantation
1117,Technology Based Community Health Nursing to Improve cART Adherence and Virologic Suppression in Youth Living With HIV (TECH-N 2 CHECK-IN): A Regional Multi-site Study
11,External Beam Radiation to Eliminate Nominal Metastatic Disease (EXTEND): A Randomized Phase II Basket Trial Assessing the Efficacy of Upfront Local Consolidative Therapy (LCT) for Oligometastatic Disease
11,The Role of Multimodality Management in Risk-Stratified Patients With Lung-Limited Metastatic Colorectal Cancer
1117,Improving HPV Vaccination Delivery in Pediatric Primary Care: The STOP-HPV Trial 3. Comparison of Prompts (in the Presence of Communication Skills and Performance Feedback) and Standard of Care
1117,Improving HPV Vaccination Delivery in Pediatric Primary Care: The STOP-HPV Trial 2 Comparison of Performance Feedback (in the Presence of Communication Skills) and Standard of Care
1117,Improving HPV Vaccination Delivery in Pediatric Primary Care: The STOP-HPV Trial 1. Comparison of Communication Skills and Standard of Care for Uptake of the HPV Vaccine
1117,Pilot RCT to Evaluate the Effects of a Trust-Building Depression Management Intervention on Moderate Depressive Symptoms in Low-Income Adolescents
1117,Affective Responses to Physical Activity: A Novel Intervention Target for Increasing Physical Activity
11,A Phase II Randomized Trial of Olaparib (NSC-747856) Administered Concurrently With Radiotherapy Versus Radiotherapy Alone for Inflammatory Breast Cancer
11,"A Phase I Study of Savolitinib in Recurrent, Progressive or Refractory Primary CNS Tumors"
1117,Program Sustainability Action Planning Training Project
1117,Safety and Acceptability Study of a Non-Hormonal Ring
17,The Role of Emotion Regulation and Socialization in Behavioral Parent Training (BPT) Efficiency and Outcomes
601,Mitochondrial Targeted Biofuels as Countermeasures Against Chemical Threats
11,"Longitudinal Quality of Life Study Among Participants With AIDS-Associated Kaposi Sarcoma at Bugando Medical Centre, in Mwanza, Tanzania"
1117,"Phase I Placebo-Controlled Study of the Infectivity, Safety and Immunogenicity of a Single Dose of a Recombinant Live-attenuated Respiratory Syncytial Virus Vaccine, RSV 6120/∆NS1, Lot RSV#018A, or RSV 6120/F1/G2/∆NS1, Lot RSV#016A, Delivered as Nose Drops to RSV-seropositive Children 12 to 59 Months of Age and RSV-seronegative Infants and Children 6 to 24 Months of Age"
11,Radiologically Guided Biopsies of Metastatic Castration Resistant Prostate Cancer to Identify Adaptive Mechanisms of Resistance in Patients Undergoing 177Lu-PSMA Radioligand Therapy
1117,"Clinical Study of a Single-Use, Point-of-Care Molecular Diagnostic Device for the Detection of Neisseria Gonorrhoeae (NG), Trichomonas Vaginalis (TV), and Chlamydia Trachomatis (CT) Utilizing Vaginal Swabs"
1117,Feasibility of a Soccer-based Adaptation of the Diabetes Prevention Program
1117,Optimizing Risk Messages for Waterpipe Tobacco Cessation in Young Adults
11,A Randomized Phase 2 Trial of Axitinib/Nivolumab Combination Therapy vs. Single Agent Axitinib or Nivolumab for the Treatment of TFE/Translocation Renal Cell Carcinoma (tRCC) Across All Age Groups
11,Detection of Microsatellite Instability (MSI) in Circulating Tumor DNA of Patients With Stage IV Colorectal Carcinoma
1117,A Randomized Controlled Clinical Trial of the Neuroimmune Modulator Ibudilast for the Treatment of Alcohol Use Disorder
11,Strategy Training for People With Aphasia After Stroke
1117,HIV Self-Testing to Improve the Efficiency of PrEP Delivery
1102,The Effect of Airway Clearance Therapy on Hyperpolarized 129Xenon MRI Compared With Lung Clearance Index and Spirometry in Cystic Fibrosis
1117,Communication App to Manage Symptoms and Improve Adjuvant Endocrine Therapy Adherence for Women With Breast Cancer
11,Rectal Administration of Opioids for Comfort Care in Advanced Cancer Patients Using the Macy Catheter
11,A Phase 2 Trial of Neoadjuvant Pembrolizumab in Combination With Epacadostat (INCB024360) in Patients With Non-Metastatic Esophageal/Gastroesophageal Squamous Cell and Adenocarcinomas Treated With Neoadjuvant Chemoradiation: A Window-Of-Opportunity Study
11,"Phase 1 Study of Daratumumab When Given in Combination With Bortezomib, Dexamethasone, Doxil, and Lenalidomide in Patients With Plasma Cell Leukemia"
1117,Obesity Prevention in Head Start: Míranos! Program
11,"A Single Center Randomized,Double Blind, Placebo-controlled Futility Trial to Determine if Sirolimus is of Sufficient Promise to Slow the Progression of Multiple System Atrophy"
11,"A Phase II Study to Assess the Safety, Reactogenicity and Immunogenicity of Different Prime-Boost Vaccination Schedules of 2013 and 2017 A/H7N9 Inactivated Influenza Vaccines Administered Intramuscularly With or Without AS03 Adjuvant in Healthy Adults 19-50 Years of Age"
11,"A Phase I Challenge Study to Evaluate Safety, Immunogenicity, and Efficacy of a Malaria Vaccine (rCSP Adjuvanted With AP 10-602 [GLA-LSQ]), in Healthy Adults"
1102,"Cardioprotection With Dexrazoxane in Acute Myeloid Leukemia (AML), High-Risk Myelodysplastic Syndrome (MDS), Myeloid Blast Phase of Chronic Myeloid Leukemia (CML), Ph+ AML, and Myeloid Blast Phase of Myeloproliferative Neoplasms"
1117,"Does Propranolol, a Beta Blocker, Attenuate Stress-Induced Drinking?"
17,tDCS and Cognitive Training Intervention for Chronic Smokers With Schizophrenia
11,"Pilot Study on Innate Activation and Viral Control in HIV-Infected Adults Undergoing an Analytical Treatment Interruption After Administration of Pegylated Interferon Alpha 2b With Broadly HIV-1 Neutralizing Antibodies (3BNC117, 10-1074)"
11,ATOP TRIAL: Adjuvant Ado-Trastuzumab Emtansine (T-DM1) for Older Patients With Human Epidermal Growth Factor Receptor 2 (HER2)-Positive Breast Cancer
11,Phase II Trial of Ixazomib Combined With Gemcitabine and Doxorubicin in Patients With Renal Medullary Carcinoma
11,A Randomized Phase 2 Study of Bevacizumab and Either Weekly Anetumab Ravtansine or Weekly Paclitaxel in Platinum-Resistant or Platinum Refractory Ovarian Cancer
11,Phase II Study of Venetoclax Added to Cladribine Plus Low Dose Cytarabine (LDAC) Induction Followed by Consolidation With Cladribine Plus LDAC Alternating With 5-Azacitidine With Venetoclax in Patients With Untreated AML
1701,Interactive Book Reading to Accelerate Word Learning by Children With SLI
1113,The Impact of Soft Contact Lens Attributes on Symptoms Associated With Digital Eye Strain in Symptomatic Soft Contact Lens Wearers
1117,Reducing Assessment Barriers for Patients With Low Health Literacy
1117,Interventions to Improve the HIV PrEP Cascade Among Methamphetamine Users
2,A Wireless EEG Patch for Continuous Electrographic Monitoring
11,Adiposity and Endothelin Receptor Function
17,Neuroimaging Predictors of Improvement to Pivotal Response Treatment (PRT) in Young Children With Autism
1117,"A Systems Biology Phase 1 Evaluation of the Safety, Reactogenicity, and Immunogenicity of Chimpanzee Adenovirus Type 3- Vectored Zaire Ebolavirus (ChAd3-EBO-Z) and Modified Vaccinia Ankara- Vectored Multivalent Filovirus (MVA-BN(R)-Filo) Vaccine Candidates"
1117,Self-Determination Theory as A Framework For Evaluating Within-Person Effects Of Personalized Normative Feedback On Drinking
11,A Phase I/II Trial of Venetoclax and BEAM Conditioning Followed by Autologous Stem Cell Transplantation for Patients With Primary Refractory Non-Hodgkin Lymphoma
11,A Combination Therapy for Cancer-Related Fatigue in Advanced Cancer Patients
1102,The CAPTURE Study: Validating a Unique Chronic Obstructive Pulmonary Disease (COPD) Case Finding Tool in Primary Care
11,Reducing the Duration of Untreated Illness Among Youth in the Juvenile Justice System With Psychosis-Spectrum Disorders
11,Phase III Randomized Trial of 68Ga-PSMA-11 PET/CT Molecular Imaging for Prostate Cancer Salvage Radiotherapy Planning [PSMA-SRT]
11,Phase Ib Trial of Pembrolizumab (MK-3475) With Platinum-Based Chemotherapy in Small Cell/Neuroendocrine Cancers of Urothelium and Prostate
1102,Technical and Translational Development of Cardiovascular Magnetic Resonance (CMR) Imaging
11,PET Imaging of the Dopaminergic and Serotonergic Systems in Treated HIV Positive Subjects
11,"A Phase 2 Study of Veliparib (ABT-888) and Local Irradiation, Followed by Maintenance Veliparib and Temozolomide, in Patients With Newly Diagnosed High-Grade Glioma (HGG) Without H3 K27M or BRAFV600 Mutations"
1102,The CAPTURE Study: Validating a Unique Chronic Obstructive Pulmonary Disease (COPD) Case Finding Tool in Primary Care
11,Cross-over Randomized Controlled Trial of Coenzyme Q10 or Nicotinamide Riboside in Chronic Kidney Disease
1117,De-implementation of Low Value Castration for Men With Prostate Cancer
11,A Phase Ib Trial of M7824 and Eribulin in Patients With Metastatic Triple Negative Breast Cancer (TNBC)
11,Levorphanol as a Second Line Opioid in Cancer Patients Undergoing Opioid Rotation: An Open Label Study
11,"A Randomized 2-Arm, Non-Comparative Phase 2 Study of AZD1775 Alone or AZD1775 and Olaparib in Ovarian Cancer Patients Who Have Progressed During PARP Inhibition"
11,Clinical Evaluation of Everolimus (a Rapamycin Analog) in Restoring Salivary Gland Function to Patients Treated With Radiotherapy for Head and Neck Cancer
11,Contrast-Enhanced Ultrasound Identification of Sentinel Nodes in Esophageal Cancer
11,"Olanzapine With or Without Fosaprepitant for the Prevention of Chemotherapy Induced Nausea and Vomiting (CINV)in Patients Receiving Highly Emetogenic Chemotherapy (HEC): A Phase III Randomized, Double Blind, Placebo-Controlled Trial"
1117,Improving Accessibility and Personalization of Cognitive Remediation for Schizophrenia
1109,Magnetic Resonance Spectroscopy (MRS) to Determine Neuroinflammation and Oxidative Stress in MPS I
1117,Clearance of 25-hydroxyvitamin D3 During Vitamin D3 Supplementation
11,Phase I Study of Neoadjuvant GMCI Plus Immune Checkpoint Inhibitor Combined With Standard of Care for Newly Diagnosed High-Grade Gliomas
11,"A Phase I/II Study of the Combination of Venetoclax, Ponatinib and Corticosteroids in Patients With Relapsed or Refractory Philadelphia Chromosome-Positive Acute Lymphoblastic Leukemia and Lymphoid Blast Phase Chronic Myelogenous Leukemia"
11,Dual-Time Point (DTP) FDG PET CT for the Post-Treatment Assessment of Head and Neck Tumors Following Definitive Chemoradiation Therapy
1117,Serial Assessment of Body Fat Accrual in Very Preterm Infants: A Pilot Randomized Trial
1117,Watchful Living: A Lifestyle Intervention for Black and Hispanic Prostate Cancer Patients and Their Partners
2,A Novel Drug Combination for Alcohol-Use Disorders: A Human Laboratory Study
1111,The Impact of Methadone Maintenance Therapy on Food Intake and Food Reward Processing in Opioid Dependence: An Event-related Brain Potential Study
11,A Natural History of the Collagen-Related Disorder Osteogenesis Imperfecta and the Genotype-Phenotype Correlation
11,"A Randomized, Open-Label Study to Assess the Pain, Toxicity, and Quality of Life Effects of Adding Venlafaxine to the Pain Management Regimen for Patients Treated With Chemoradiation for Head and Neck Cancer"
11,A Phase II Study of ABBV-399 in Patients With C-Met Positive Stage IV or Recurrent Squamous Cell Lung Cancer (LUNG-MAP SUB-STUDY)
1109,Supraspinal Mechanisms Involved in Voiding Dysfunction.
1117,SmART Heart: Study of mHealth Apps to Reduce Cancer-Treatment Effects on the Heart
17,Self-Administered Hypnosis Treatment for the Management of Hot Flashes in Women: A Randomized Clinical Trial
1102,Long-term Clinical Outcomes of Phosphodiesterase Type-5 Inhibitor Therapy in Sickle Cell Patients With Pulmonary Hypertension
1102,Exploring the Role of Mindfulness Training in the Promotion of Medication Adherence in Heart Failure Outpatients.
1108,An Exploratory Study of Combination Therapy With 3BNC117 and 10-1074 in HIV-Infected Individuals
1108,"A Phase 1 Study to Evaluate the Safety, Immunologic and Virologic Responses of MGD014 Therapy in HIV-Infected Individuals on Suppressive Antiretroviral Therapy"
11,A Phase II Trial of Hypofractionated Radiation Therapy for Prostate Cancer With High Risk Features After Radical Prostatectomy
11,"Open-Label, Pilot Study of Olaparib as a Neoadjuvant Therapy for Patients Undergoing Prostatectomy for Localized Prostate Cancer"
1117,Promoting Physical Activity in Young Adult Cancer Survivors Using mHealth and Adaptive Tailored Feedback Strategies
11,A Longitudinal Cohort Study to Identify Clinical and Blood Markers of Early Pancreas Cancer
